nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,AFP,PD-L1,first_line,later_line,biomarker_selected
NCT06994572,Study of CT-01 as Monotherapy and Combination Therapy in Subjects With Intermediate or Advanced Hepatocellular Carcinoma,PHASE1,Phase 1,NOT_YET_RECRUITING,141,Captor Therapeutics S.A.,Captor Therapeutics,1,1,0,multi_experimental,4,ct-01,ct-01;everolimus,,,,0,1,0,0,0,1,0
NCT06995105,Personalized Tumor Neoantigen mRNA Therapy for Advanced Hepatocellular Carcinoma,PHASE1;PHASE2,Phase 2,RECRUITING,30,Zhejiang University,Zhejiang University,58,0,0,single_arm,1,individualized anti-tumor new antigen ineo-vac-r01 injection;sintilimab combined with bevacizumab;tace,individualized anti-tumor new antigen ineo-vac-r01 injection;sintilimab combined with bevacizumab;tace,PD-1,Monoclonal Antibody,,1,1,0,0,0,0,0
NCT07010497,"A Prospective Study to Evaluate the Safety and Efficacy of the Combination Therapy of Irpagratinib, Atezolizumab, and Bevacizumab in Patients With Hepatocellular Carcinoma",PHASE2,Phase 2,RECRUITING,33,Asan Medical Center,Asan Medical Center,44,0,0,single_arm,1,irpagratinib,irpagratinib,FGFR4,Small Molecule,FGFR2;PD-L1,0,1,0,1,0,1,1
NCT07021066,"Evaluate the Safety, Tolerability, Pharmacokinetics and Efficacy of BL-M05D1 in Subjects With Solid Tumors",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,160,SystImmune Inc.,SystImmune,7,1,0,single_arm,1,bl-m05d1,bl-m05d1,CLDN18,ADC,BRAF;CLDN18.2;HER2;KRAS;MET;MMR;MSI;MSI-H;NTRK;PD-L1;dMMR,1,1,0,1,0,1,1
NCT07036185,A Clinical Trail of KJ015 in Patients With HER2-Expressing Solid Tumors,PHASE1,Phase 1,NOT_YET_RECRUITING,66,"Shanghai Bao Pharmaceuticals Co., Ltd.",Shanghai Bao Pharmaceuticals,1,1,0,single_arm,1,kj015 injection (subcutaneous injection),kj015 injection (subcutaneous injection),HER2,Monoclonal Antibody,HER2,1,1,0,0,0,0,0
NCT07036380,MP0317 in Combination With Chemoimmunotherapy in First Line Treatment for Patients With Advanced Biliary Tract Carcinoma,PHASE2,Phase 2,RECRUITING,75,Centre Hospitalier Universitaire de Besancon,Centre Hospitalier Universitaire de Besancon,15,0,0,active_comparator,2,ct-scan;gemcitabine + cisplatin + durvalumab,ct-scan;mp0317 + gemcitabine + cisplatine + durvalumab,CD40,ADC,BRAF;FAP;HER2;MET;PD-L1,1,1,0,1,0,0,1
NCT07038343,AVENTINE-1: Study of AVZO-1418 as a Single Agent and in Combination Therapy in Patients With Locally Advanced or Metastatic Solid Tumors (AVZO-1418-1001),PHASE1;PHASE2,Phase 2,RECRUITING,480,"Avenzo Therapeutics, Inc.",Avenzo Therapeutics,4,1,0,multi_experimental,4,avzo-1418,avzo-1418;combination agent 1;combination agent 2,,,,0,1,0,0,0,0,0
NCT07052253,A Phase II Clinical Study of AK104/AK112 in Combination With TT-00420 Tablet for Advanced HCC.,PHASE2,Phase 2,RECRUITING,100,Akeso,Akeso,103,1,0,multi_experimental,5,tt-00420 (tinengotinib),ak104;ak112;tt-00420 (tinengotinib),FGFR2,Small Molecule,FGFR2,0,1,0,0,0,0,0
NCT07062328,A Trial of Recaticimab and Adebrelimab in Combination With Chemotherapy in Patients With Unresectable BTC,PHASE2,Phase 2,NOT_YET_RECRUITING,39,Sun Yat-sen University,Sun Yat-sen University,73,0,0,single_arm,1,gp;recaticimab and adebrelimab,gp;recaticimab and adebrelimab,PD-1,Monoclonal Antibody,PD-L1,1,1,0,1,0,1,1
NCT07070518,Study of GV20-0251 in Participants With Solid Tumor Malignancies,PHASE1;PHASE2,Phase 2,RECRUITING,350,GV20 Therapeutics,GV20 Therapeutics,3,1,0,single_arm,1,gv20-0251,gv20-0251,IGSF8,Oncolytic Virus,IGSF8 RNA;IGSF8 membrane protein;PD-L1,1,1,0,0,0,1,0
NCT07081633,Durvalumab and Tremelimumab With Lenvatinib as First-line Treatment in Patients With Unresectable Hepatocellular Carcinoma,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,114,AstraZeneca,AstraZeneca,780,1,1,single_arm,1,durvalumab;lenvatinib;tremelimumab,durvalumab;lenvatinib;tremelimumab,PD-L1,Monoclonal Antibody,EGFR,1,1,0,0,0,0,0
NCT07087054,Carcinoid Syndrome Efficacy Study Featuring an Oral Daily Paltusotine Regimen,PHASE3,Phase 3,RECRUITING,141,Crinetics Pharmaceuticals Inc.,Crinetics Pharmaceuticals,4,1,0,placebo_comparator,2,,paltusotine,SSTR2,Small Molecule,SSTR2,0,0,0,0,0,1,0
NCT07099547,Study of ZG005 in Combination With Platinum-Based Chemotherapy in Participants With Advanced Biliary Tract Carcinoma,PHASE2,Phase 2,RECRUITING,60,"Suzhou Zelgen Biopharmaceuticals Co.,Ltd",Suzhou Zelgen Biopharmaceuticals,49,1,0,multi_experimental,2,cisplatin;gemcitabine,cisplatin;gemcitabine;tislelizumab;zg005,PD-1/TIGIT,Bispecific Antibody,,1,1,0,0,0,0,0
NCT07106827,A Study of GV20-0251 in Advanced or Refractory Solid Tumors,PHASE1,Phase 1,RECRUITING,10,West China Hospital,West China Hospital,11,0,0,single_arm,1,gv20-0251,gv20-0251,IGSF8,Oncolytic Virus,IGSF8 RNA;IGSF8 membrane protein;PD-L1,1,1,0,0,0,1,0
NCT07107750,"Emavusertib (CA-4948) in Combination With Cisplatin, Gemcitabine, and Durvalumab in Patients With Untreated Advanced or Metastatic Biliary Tract Cancer",PHASE1,Phase 1,RECRUITING,48,Washington University School of Medicine,Washington University School of Medicine,178,0,0,multi_experimental,3,,,IRAK4,Small Molecule,FLT3-ITD;MYD88;PI3K;PTEN,0,0,0,0,0,0,0
NCT07122089,Evaluation of SIRT Followed by Immunotherapy for Treatment of Hepatocellular Carcinoma With Portal Vein Thrombosis,PHASE2,Phase 2,RECRUITING,80,Center Eugene Marquis,Center Eugene Marquis,2,0,0,single_arm,1,device: selective internal radiotherapy;durvalumab;tremelimumab,device: selective internal radiotherapy;durvalumab;tremelimumab,CTLA-4,Monoclonal Antibody,,1,1,0,0,0,0,0
NCT07123545,Autologous Neoantigen-Specific T-Cell Therapy for Advanced Hepatocellular Carcinoma,PHASE1;PHASE2,Phase 2,RECRUITING,20,Zhejiang University,Zhejiang University,58,0,0,single_arm,1,ineo-vac-p01 personalized neoantigen peptide vaccine;ineo-vac-t01 personalized t cell injection,ineo-vac-p01 personalized neoantigen peptide vaccine;ineo-vac-t01 personalized t cell injection,,Vaccine,genomic,1,1,0,0,0,1,0
NCT07138885,"A Phase II, Single-Arm, Prospective Trial on the Efficacy and Safety of QL1706 Combination Regimen as Second-Line Therapy for Targeted-Immunotherapy-Resistant Hepatocellular Carcinoma",PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,62,Sun Yat-sen University,Sun Yat-sen University,73,0,0,multi_experimental,2,,hai-folfox + bevacizumab + ql1706;tace + bevacizumab + tas-102 + ql1706,PD-1,Monoclonal Antibody,PD-L1;biomarker,1,1,0,0,1,0,0
NCT07151872,Combination of QLS31905 and Chemotherapy ± QL2107 in Patients With CLDN18.2-positive Advanced Biliary Tract Cancer,PHASE2,Phase 2,NOT_YET_RECRUITING,120,"Qilu Pharmaceutical Co., Ltd.",Qilu Pharmaceutical,108,1,0,multi_experimental,3,qls31905 for injection,capecitabine tablets;cisplatin for injection;gemcitabine hydrochloride for injection;oxaliplatin;ql2107 injection;qls31905 for injection,CLDN18.2,Monoclonal Antibody,CLDN18.2,1,1,0,0,0,0,0
NCT07164313,A Study of ZW251 in Participants With Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,100,Zymeworks BC Inc.,Zymeworks,4,1,0,single_arm,1,zw251,zw251,GPC3,ADC,GPC3,1,1,0,0,0,0,0
NCT07169734,A Study to Investigate ALE.P03 as Monotherapy in Adult Patients With Selected Advanced or Metastatic CLDN1+ Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,180,Alentis Therapeutics AG,Alentis Therapeutics,3,1,0,multi_experimental,3,ale.p03,ale.p03,CLDN1,ADC,CLDN1,1,1,0,0,0,1,0
NCT07175441,Evaluation of RBS2418 in Combination With Tremelimumab Plus Durvalumab in Participants With Advanced Unresectable Hepatocellular Carcinoma,PHASE2,Phase 2,RECRUITING,220,"Riboscience, LLC.",Riboscience,3,1,0,active_comparator,3,rbs2418;stride (durvalumab + tremelimumab),,PD-L1,Small Molecule,,0,1,0,0,1,0,0
NCT07176650,"Phase I Clinical Study To Evaluate Pharmacokinetic Profile, Safety, Efficacy and Immunogenicity Of Ipilimumab Biosimilar HLX13 Vs. YERVOY® (US-Sourced YERVOY®) As A First-Line Treatment For Patients With Unresectable Hepatocellular Carcinoma",PHASE1,Phase 1,RECRUITING,246,Shanghai Henlius Biotech,Shanghai Henlius,98,1,0,active_comparator,2,nivolumab;yervoy,hlx13;nivolumab,CTLA-4,Monoclonal Antibody,PD-L1,1,1,0,1,0,1,1
NCT07197554,"A Phase 1/1B Study of ST-01156, a Small Molecule RBM39 Degrader, in Patients With Advanced Solid Malignancies",PHASE1,Phase 1,RECRUITING,171,"SEED Therapeutics, Inc.",SEED Therapeutics,1,1,0,single_arm,1,st-01156,st-01156,RBM39,Small Molecule,,0,1,0,0,0,1,0
NCT07201064,A Study of SZ1003 Injection in Patients With Advanced Hepatocellular Carcinoma,EARLY_PHASE1,Phase 1,NOT_YET_RECRUITING,12,"Guangdong ProCapZoom Biosciences Co., Ltd.",Guangdong ProCapZoom Biosciences,1,1,0,single_arm,1,sz1003 injection,sz1003 injection,,,,0,1,0,0,0,1,0
NCT07209813,GKL-006 Injection Plus TACE Versus TACE Alone in Patients With Unresectable Hepatocellular Carcinoma,PHASE2,Phase 2,RECRUITING,48,"Beijing Gene Key Life Technology Co., Ltd",Beijing Gene Key Life Technology,4,1,0,active_comparator,2,tace,gkl-006 injection;tace,,Cell Therapy,,1,1,0,0,0,0,0
NCT07213791,A Study of LY4337713 in Participants With FAP-Positive Solid Tumors,PHASE1,Phase 1,RECRUITING,241,Eli Lilly and Company,Eli Lilly,535,1,1,multi_experimental,6,ly4337713,ly4337713,FAP,Radiopharmaceutical,FAP;HER2,0,1,0,0,0,1,0
NCT07219459,"Visugromab, Nivolumab and Lenvatinib Compared to Double Placebo and Lenvatinib in Unresectable or Metastatic Hepatocellular Carcinoma Post Anti-PD-(L)1 Failure",PHASE2,Phase 2,RECRUITING,104,CatalYm GmbH,CatalYm,6,1,0,active_comparator,2,lenvatinib;placebo saline infusion,lenvatinib;nivolumab;visugromab rde (recommended dose for expansion),PD-1,Monoclonal Antibody,CD30,1,1,0,0,0,0,0
NCT07221253,A Study of Rilvegostomig or Durvalumab Plus Chemotherapy for First-Line Treatment of Biliary Tract Cancer (ARTEMIDE-Biliary02),PHASE3,Phase 3,RECRUITING,1100,AstraZeneca,AstraZeneca,780,1,1,active_comparator,2,durvalumab;gemcitabine/cisplatin,gemcitabine/cisplatin;rilvegostomig,PD-L1,Monoclonal Antibody,EGFR;PD-L1,1,1,0,1,1,0,1
NCT07223307,REGULUS: MRI-guided Adaptive SABR for Liver Cancers,PHASE2,Phase 2,RECRUITING,62,Stanford University,Stanford University,58,0,0,single_arm,1,mri-guided adaptive stereotactic ablative body radiotherapy (sabr),mri-guided adaptive stereotactic ablative body radiotherapy (sabr),,,,0,1,0,0,0,0,0
NCT07226063,Maintenance Zanzalintinib and Durvalumab in Participants With Advanced Hepatocellular Cancer,PHASE2,Phase 2,NOT_YET_RECRUITING,16,Amit Mahipal,Amit Mahipal,1,0,0,single_arm,1,durvalumab;zanzalintinib,durvalumab;zanzalintinib,PD-L1,Monoclonal Antibody,EGFR;MET,1,1,0,0,0,0,0
NCT07227012,"Symbiotic-GI-13: A Study to Learn About Study Medicine Called PF-08634404 as a Single Treatment and Combination Treatment in Adult Participants With a Liver Cancer Called Hepatocellular Carcinoma, That is Too Advanced to be Removed by Surgery and May Have Spread to Other Parts of the Body.",PHASE1;PHASE2,Phase 2,RECRUITING,138,Pfizer,Pfizer,687,1,1,multi_experimental,2,ipilimumab;pf-08634404,ipilimumab;pf-08634404,PD-1,Bispecific Antibody,BRAF;MMR;MMR-PROFICIENT;MSI-H;PD-L1;RAS;ctDNA;dMMR;pMMR,1,1,0,0,0,0,0
NCT07229625,A Phase III Study of SHR-8068 in Combination With Adebrelimab and Platinum-Containing Chemotherapy Versus Durvalumab in Combination With Platinum-Containing Chemotherapy as First-line Treatment for Advanced Biliary Tract Cancer (BTC),PHASE3,Phase 3,RECRUITING,604,"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",Suzhou Suncadia Biopharmaceuticals,86,1,0,active_comparator,2,cisplatin injection;durvalumab injection;gemcitabine hydrochloride for injection,adebrelimab injection;cisplatin injection;gemcitabine hydrochloride for injection;shr-8068 injection,PD-L1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0
NCT07239986,A Phase 2 Study of BB102 in Patients With Hepatocellular Carcinoma,PHASE2,Phase 2,NOT_YET_RECRUITING,60,"Broadenbio Ltd., Co.",Broadenbio,3,1,0,single_arm,1,bb102,bb102,FGFR4,Small Molecule,FGF19;PD-L1,0,1,0,1,0,0,1
NCT07252661,Study of ACC-1898 in Adult Participants With Advanced Solid Tumors,PHASE1,Phase 1,NOT_YET_RECRUITING,40,"AccSalus Biosciences, Inc.",AccSalus Biosciences,1,1,0,multi_experimental,2,acc-1898,acc-1898,,Cell Therapy,,1,1,0,0,0,0,0
NCT07260058,Immune Cell Therapy for Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,48,"Liaoning Medical Diagnosis and Treatment Technology Research and Development Co., Ltd.",Liaoning Medical Diagnosis and Treatment Technology Research and Development,1,1,0,active_comparator,2,standard,autologous immune cells;standard,,Cell Therapy,,1,1,0,0,0,0,0
NCT07260175,Phase II Study Evaluating Ivosidenib Maintenance After SOC Adjuvant Chemotherapy in Curative mIDH1 Cholangiocarcinoma,PHASE2,Phase 2,RECRUITING,40,Institut für Klinische Krebsforschung IKF GmbH at Krankenhaus Nordwest,Institut für Klinische Krebsforschung IKF GmbH at Krankenhaus Nordwest,28,0,1,single_arm,1,ivosidenib,ivosidenib,IDH1/2,Small Molecule,IDH1,0,1,0,0,0,0,0
NCT07265674,A Study to Select a Dose Regimen (Part A) and to Investigate Overall Survival (Part B) With Nanvuranlat Compared With Physician's Best Choice in Participants Aged 18 Years or Older With Biliary Tract Cancer,PHASE3,Phase 3,RECRUITING,480,"J-Pharma Co., Ltd.",J-Pharma,1,1,0,multi_experimental,4,nanvuranlat,nanvuranlat,LAT1,Small Molecule,HER2;LAT1;MSI;MSI-H;NTRK;PD-L1,0,1,0,1,0,1,1
NCT07275073,JMT106 Injection in the Treatment of Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,200,Shanghai JMT-Bio Inc.,Shanghai JMT-Bio,33,1,0,single_arm,1,jmt106 injection,jmt106 injection,,,,0,1,0,0,0,1,0
NCT07277322,Neoadjuvant Dupilumab and Toripalimab in MSS CRC Subjects With Resectable Liver Metastases,PHASE1;PHASE2,Phase 2,RECRUITING,24,Dan Feng,Dan Feng,2,0,0,single_arm,1,dupilumab;toripalimab,dupilumab;toripalimab,IL-4R,Monoclonal Antibody,MET;MSI;MSI-H,1,1,0,0,1,0,0
NCT07277413,A Study of IDE892 as Monotherapy and Combination in MTAP-deleted Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,260,IDEAYA Biosciences,IDEAYA Biosciences,11,1,0,multi_experimental,4,ide892,ide397;ide892,PRMT5,Small Molecule,MTAP-DELETED;PD-L1;biomarker,0,1,0,1,0,0,1
NCT07281924,Hepzato Kit and Opdualag for Metastatic Melanoma and Liver Metastasis,PHASE1;PHASE2,Phase 2,RECRUITING,15,"University of Wisconsin, Madison","University of Wisconsin, Madison",61,0,0,single_arm,1,device: melphalan;nivolumab and relatlimab,device: melphalan;nivolumab and relatlimab,PD-1,Bispecific Antibody,BRAF;PD-L1,1,1,0,0,0,0,0
NCT07282509,Safety and Efficacy of Paclitaxel Liposome Arterial Infusion Combined With Systemic Therapy for Second-Line Treatment of Advanced Liver Cancer,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,116,"CSPC ZhongQi Pharmaceutical Technology Co., Ltd.",CSPC ZhongQi Pharmaceutical Technology,92,1,0,active_comparator,5,enlonstobart injection;lenvatinib mesilate capsules,enlonstobart injection;ha131;lenvatinib mesilate capsules;pembrolizumab injection,,,PD-L1,0,1,0,1,1,0,1
NCT07291076,A Study to Evaluate the Safety and Tolerability of Pumitamig Alone or In Combination With Ipilimumab in Participants With First-Line Advanced or Unresectable Hepatocellular Carcinoma (HCC) (ROSETTA HCC-206),PHASE1;PHASE2,Phase 2,RECRUITING,198,Bristol-Myers Squibb,Bristol Myers Squibb,764,1,1,multi_experimental,7,pumitamig,ipilimumab;pumitamig,CTLA-4,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0
NCT07310173,Phase IIb Study of AST-3424 in Patients With AKR1C3-high Expressing Advanced Hepatocellular Carcinoma,PHASE2,Phase 2,RECRUITING,75,Zhejiang Hisun Pharmaceutical Co. Ltd.,Zhejiang Hisun Pharmaceutical,6,1,0,active_comparator,3,regorafenib tablets,ast-3424,AKR1C3,Small Molecule,AKR1C3;biomarker;biomarker analysis,0,1,0,0,0,0,0
NCT07312292,Radioembolization With Intra-arterial Angiotensin II to Improve Tumor-absorbed Dose (RADIANT),PHASE2,Phase 2,RECRUITING,15,Niek Wijnen,Niek Wijnen,1,0,0,single_arm,1,angiotensin ii (giapreza);yttrium-90 radioembolization,angiotensin ii (giapreza);yttrium-90 radioembolization,,,,0,1,0,0,0,0,0
NCT07314385,NH002-mediated Sonoporation With Chemotherapy in Advanced Pancreatic Cancer,PHASE1,Phase 1,NOT_YET_RECRUITING,24,National Taiwan University Hospital,National Taiwan University Hospital,22,0,0,multi_experimental,4,device: aco apache ultrasound;nanoliposomal irinotecan+5-fu+leucovorin;nh002 (perflutren lipid microspheres) injectable suspension,device: aco apache ultrasound;nanoliposomal irinotecan+5-fu+leucovorin;nh002 (perflutren lipid microspheres) injectable suspension,,,,0,1,0,0,0,0,0
NCT07324304,NWRD06 DNA Plasmid for HCC After Curative Resection.,PHASE2,Phase 2,RECRUITING,30,"Newish Technology (Beijing) Co., Ltd.",Newish Technology (Beijing),6,1,0,single_arm,1,nwrd06 administered by electroporation,nwrd06 administered by electroporation,,,MET,0,1,0,0,0,0,0
NCT07327034,ABSK-011+BSC vs. Placebo+BSC in Previously Treated Advanced HCC With FGF19 Overexpression,PHASE2,Phase 2,RECRUITING,141,"Abbisko Therapeutics Co, Ltd",AbbVie,274,1,0,placebo_comparator,2,placebo+bsc,absk-011+bsc,,,,0,1,0,0,0,0,0
NCT07328919,Efficacy and Safety of TT-00420 (Tinengotinib) Tablets Versus Chemotherapy in Patients With Advanced Intrahepatic Cholangiocarcinoma Harboring FGFR2 Fusions/Rearrangements or Mutations,PHASE3,Phase 3,NOT_YET_RECRUITING,138,"TransThera Sciences (Nanjing), Inc.",TransThera Sciences (Nanjing),11,1,0,active_comparator,2,capecitabine;fluorouracil;irinotecan;leucovorin;oxaliplatin,tt-00420 (tinengotinib),FGFR,Small Molecule,FGFR2;PD-L1,0,1,0,1,1,0,1
NCT07341737,SL-28 for Advanced Solid Tumours,PHASE1;PHASE2,Phase 2,RECRUITING,60,Second Life Therapeutics,Second Life Therapeutics,1,1,0,multi_experimental,3,sl-28,sl-28,,,biomarker,0,1,0,0,0,1,0
NCT07348211,First in Human Study of SIM0610 in Solid Tumors,PHASE1,Phase 1,RECRUITING,260,"Jiangsu Simcere Pharmaceutical Co., Ltd.",Jiangsu Simcere Pharmaceutical,44,1,0,multi_experimental,2,sim0610 for injection,sim0610 for injection,,,,0,1,0,0,0,0,0
NCT07356037,Nanocrystalline Megestrol Acetate for Cachectic Stage Locally Advanced Hepatocellular Carcinoma,PHASE3,Phase 3,NOT_YET_RECRUITING,68,"Changchun GeneScience Pharmaceutical Co., Ltd.",Changchun GeneScience Pharmaceutical,23,1,0,active_comparator,2,standard antitumor therapy,nanocrystalline megestrol acetate;standard antitumor therapy,,,,0,1,0,0,0,0,0
NCT07362264,A Study of SH006 Injection Combination Therapy in Patients With Advanced Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,50,"Nanjing Sanhome Pharmaceutical, Co., Ltd.",Nanjing Sanhome Pharmaceutical,16,1,0,single_arm,1,sh006,sh006,,,PD-L1,0,1,0,1,0,1,1
NCT07365839,Cemiplimab +/- Fianlimab Post Y90 Radioembolization in Patients With Hepatocellular Carcinoma,PHASE1,Phase 1,WITHDRAWN,0,Virginia Commonwealth University,Virginia Commonwealth University,13,0,1,multi_experimental,2,,arm 1 cemiplimab;arm 2 cemiplimab and fianlimab,PD-1,Monoclonal Antibody,MET;PD-L1,1,1,0,0,0,0,0
NCT07368803,"Evaluation of the Safety, Tolerability and Efficacy of iNeo-Vac-R01, an Individualized mRNA Therapeutic Technology Based on Tumor Neoantigens, for Adjuvant Treatment in Patients With Biliary Malignant Tumors After Radical Resection",PHASE1;PHASE2,Phase 2,RECRUITING,20,Yifan Wang,Yifan Wang,1,0,0,single_arm,1,ineo-vac-r01,ineo-vac-r01,,mRNA,,0,1,0,0,0,0,0
NCT07369505,Sapu003 in Advanced mTOR-sensitive Solid Tumors,PHASE1,Phase 1,RECRUITING,27,SAPU NANO (US) LLC,SAPU NANO (US),1,1,0,multi_experimental,2,sapu003,exemestane;sapu003,HER2,,HER2,0,1,0,0,0,0,0
NCT07376707,A Phase 1 Study of TGI-5 as Monotherapy and in Combination With Nivolumab in Subjects With Locally Advanced/Metastatic Solid Tumors,PHASE1,Phase 1,RECRUITING,194,"Hefei TG ImmunoPharma Co., Ltd.",Hefei TG ImmunoPharma,1,0,0,single_arm,1,tgi-5,tgi-5,PD-1,Monoclonal Antibody,ALK;BRAF;KRAS;MET;MSI;MSI-H;PD-L1,1,1,0,1,0,1,1
NCT07390838,A Study of SH009 Injection in Patients With Advanced Solid Tumors.,PHASE1,Phase 1,RECRUITING,150,"Nanjing Sanhome Pharmaceutical, Co., Ltd.",Nanjing Sanhome Pharmaceutical,16,1,0,single_arm,1,sh009,sh009,,,PD-L1;biomarker,0,1,0,1,0,0,1
NCT07392866,A Clinical Study of SH006 Injection in Combination Therapy Versus Regorafenib in the Treatment of Advanced Hepatocellular Carcinoma,PHASE2;PHASE3,Phase 3,NOT_YET_RECRUITING,120,"Nanjing Sanhome Pharmaceutical, Co., Ltd.",Nanjing Sanhome Pharmaceutical,16,1,0,active_comparator,4,regorafenib,bevacizumab;capecitabine;oxaliplatin;sh006,,,,0,1,0,0,0,0,0
NCT07398339,Cosiporfin Sodium for Injection Photodynamic Therapy,PHASE2,Phase 2,RECRUITING,30,"Shanghai Guangsheng Biopharmaceutical Co., Ltd",Shanghai Guangsheng Biopharmaceutical,1,1,0,single_arm,1,cisplatin for injection;cosiporfin sodium for injection;dvdms;gemcitabine hydrochloride for injection,cisplatin for injection;cosiporfin sodium for injection;dvdms;gemcitabine hydrochloride for injection,,,PD-L1,0,1,0,1,0,0,1
NCT07419841,A Phase 1 Study of the Safety and Tolerability of CTX-10726,PHASE1,Phase 1,RECRUITING,70,Compass Therapeutics,Compass Therapeutics,6,1,0,multi_experimental,2,ctx-10726,ctx-10726,,,MET;MMR;MSI;PD-L1;dMMR,0,1,0,1,0,1,1
NCT07430202,"A DNAJB1-PRKACA Fusion Kinase Peptide Vaccine Combined With Glutamine Antagonist DRP-104, Nivolumab, and Ipilimumab in Patients With Advanced Stage Fibrolamellar Carcinoma (FLC)",PHASE1,Phase 1,NOT_YET_RECRUITING,27,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,160,0,0,single_arm,1,dnajb1-prkaca peptide vaccine;drp-104;ipilimumab;nivolumab,dnajb1-prkaca peptide vaccine;drp-104;ipilimumab;nivolumab,DNAJB1-PRKACA,Vaccine,DNAJB1-PRKACA;PD-L1,1,1,0,1,0,0,1
NCT07437287,Testing Mitazalimab in Combination With Standard Chemotherapy in Immunotherapy Resistant Advanced Biliary Tract Cancers,PHASE2;PHASE3,Phase 3,NOT_YET_RECRUITING,160,UNICANCER,UNICANCER,64,0,0,active_comparator,2,FOLFOX,FOLFOX;mitazalimab,CD40,Monoclonal Antibody,CTKRAS;PD-L1;fibrosis-related gene signature,1,1,0,0,1,1,0
NCT07446257,THIO and Cadonilimab in Resectable Hepatocellular Carcinoma,EARLY_PHASE1,Phase 1,RECRUITING,60,University of Texas Southwestern Medical Center,University of Texas Southwestern Medical Center,48,0,0,multi_experimental,3,,ateganosine;cadonilimab,PD-1,Monoclonal Antibody,MET;PD-L1,1,1,0,0,0,1,0
NCT07450976,A Study of SHR-A1904 in Previous Systemic Treatment Failed Biliary Tract Cancer,PHASE2,Phase 2,RECRUITING,151,"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",Suzhou Suncadia Biopharmaceuticals,86,1,0,multi_experimental,2,shr-a1904 for injection,shr-a1904 for injection,CLDN18.2,Monoclonal Antibody,CLDN18.2,1,1,0,0,0,0,0
NCT07478302,A Study of SHR-2524 Plus Bevacizumab in the First-line Treatment of Advanced Hepatocellular Carcinoma,PHASE1,Phase 1,RECRUITING,36,"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",Suzhou Suncadia Biopharmaceuticals,86,1,0,single_arm,1,bevacizumab injection;shr-2524 injection,bevacizumab injection;shr-2524 injection,VEGF/VEGFR,Monoclonal Antibody,,1,1,0,0,0,0,0
NCT07479485,MRG006A Combination Therapy for Advanced Hepatocellular Carcinoma (Phase I/II),PHASE1;PHASE2,Phase 2,RECRUITING,160,"Lepu Biopharma Co., Ltd.",Lepu Biopharma,16,1,0,multi_experimental,3,mrg006a,bevacizumab;mrg006a;pd1/vegf antibody;pucotenlimab;tki,,,,0,1,0,0,0,0,0
NCT07487402,Safety and Efficacy of Metabolically Armed GPC3 CAR-T Cells Injection (Meta10-GPC3) in Patients With Unresectable Recurrent/Metastatic Hepatocellular Carcinoma,EARLY_PHASE1,Phase 1,NOT_YET_RECRUITING,27,Zhejiang University,Zhejiang University,58,0,0,single_arm,1,metabolically armed gpc3 car-t cells,metabolically armed gpc3 car-t cells,GPC3,CAR-T,GPC3,1,1,0,0,0,0,0
NCT07487662,TACE or Ablation Combined With Sintilimab and Ipilimumab N01 as Neoadjuvant Therapy for Resectable Hepatocellular Carcinoma With Intermediate-High Recurrence Risk,PHASE2,Phase 2,NOT_YET_RECRUITING,105,Sun Yat-sen University,Sun Yat-sen University,73,0,0,multi_experimental,5,ipilimumab n01;sintilimab,ablation;ipilimumab n01;lenvatinib;sintilimab;tace,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,1,0
NCT07490262,A Study to Evaluate the Efficacy and Safety of IBI310 and Sintilimab Combination Therapy in Patients With Hepatocellular Carcinoma as First-line Treatment.,PHASE2;PHASE3,Phase 3,RECRUITING,680,"Innovent Biopharmaceutical Technology (Hangzhou) Co., LTD.",Innovent,107,1,0,active_comparator,4,bevacizumab;sintilimab,bevacizumab;capecitabine;ibi310;oxaliplatin;sintilimab,VEGF/VEGFR,Monoclonal Antibody,PD-L1,1,1,0,1,0,0,1
