nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,EGFR_mut,ALK,ROS1,KRAS_G12C,MET,PD-L1,first_line,later_line,biomarker_selected,biomarker_detail,elig_summary
NCT00977470,Erlotinib With or Without Hydroxychloroquine in Chemo-Naive Advanced NSCLC and (EGFR) Mutations,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,76,Massachusetts General Hospital,Massachusetts General Hospital,170,0,1,multi_experimental,2,erlotinib,erlotinib;hydroxychloroquine,EGFR,Small Molecule,EGFR,0,1,1,0,0,0,0,0,0,0,1,EGFRm,metastatic · squamous · measurable (RECIST)
NCT01064466,Pharmacogenomics ANDA SNP Clinical Study - Etoposide and Single Nucleotide Polymorphisms,PHASE2;PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,600,"Han Xu, M.D., Ph.D., FAPCR, Medical Director,, IRB Chair","Han Xu, M.D., Ph.D., FAPCR, Medical Director,, IRB Chair",3,1,0,multi_experimental,2,,etoposide - study;etoposide - usual,TOP2A,Small Molecule,SNPS,0,1,0,0,0,0,0,0,0,0,0,,small-cell · measurable (RECIST)
NCT01366144,"Veliparib, Paclitaxel, and Carboplatin in Treating Patients With Solid Tumors That Are Metastatic or Cannot Be Removed by Surgery and Liver or Kidney Dysfunction",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,94,National Cancer Institute (NCI),National Cancer Institute (NCI),18,0,0,single_arm,1,carboplatin;laboratory biomarker analysis;paclitaxel;pharmacological study;veliparib,carboplatin;laboratory biomarker analysis;paclitaxel;pharmacological study;veliparib,PARP,Small Molecule,BRCA1;BRCA2,0,1,0,0,0,0,0,0,0,0,0,,metastatic
NCT01394679,A Phase 3 Study of 99mTC-EC-DG SPECT/CT Versus PET/CT in Lung Cancer,PHASE3,Phase 3,NOT_YET_RECRUITING,154,Cell>Point LLC,Cell>Point,3,1,0,active_comparator,2,18 f fdg followed by pet/ct imaging,(99m tc) ecdg (ethylenedicysteine-deoxyglucose),,Radiopharmaceutical,,0,1,0,0,0,0,0,0,0,0,0,,
NCT01639508,Cabozantinib in Patients With RET Fusion-Positive Advanced Non-Small Cell Lung Cancer and Those With Other Genotypes: ROS1 or NTRK Fusions or Increased MET or AXL Activity,PHASE2,Phase 2,RECRUITING,86,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,411,0,0,single_arm,1,cabozantinib,cabozantinib,MET,Small Molecule,MET;NTRK;PD-L1;RET;ROS1,0,1,0,0,1,0,0,0,0,1,1,ROS1+,metastatic · 2nd-line+ · small-cell · measurable (RECIST)
NCT01933932,Assess Efficacy & Safety of Selumetinib in Combination With Docetaxel in Patients Receiving 2nd Line Treatment for v-Ki-ras2 Kirsten Rat Sarcoma Viral Oncogene Homolog (KRAS) Positive NSCLC,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,510,AstraZeneca,AstraZeneca,780,1,1,multi_experimental,2,docetaxel;pegylated g-csf,docetaxel;pegylated g-csf;selumetinib,MEK,Small Molecule,KRAS,0,1,0,0,0,0,0,0,1,0,0,,metastatic · 1st-line · small-cell
NCT02143466,AZD9291 in Combination With Ascending Doses of Novel Therapeutics,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,344,AstraZeneca,AstraZeneca,780,1,1,multi_experimental,4,,part a - azd9291 in combination with azd6094;part a - azd9291 in combination with continuous selumetinib (asian subjects);part a - azd9291 in combination with continuous selumetinib (non-asian subjects);part a - azd9291 in combination with intermittent selumetinib;part a - azd9291 in combination with medi4736;part b - azd9291 in combination with azd6094;part b - azd9291 in combination with medi4736;part b - azd9291 in combination with selumetinib;part c - azd6094 monotherapy (japan only);part c - azd9291 in combination with azd6094 (japan only);part d - azd9291 in combination with azd6094,EGFR,Small Molecule,EGFR;PR,0,1,1,0,0,0,0,0,0,1,1,EGFRm,advanced · 2nd-line+
NCT02152631,A Study of Abemaciclib (LY2835219) in Participants With Previously Treated KRAS Mutated Lung Cancer,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,453,Eli Lilly and Company,Eli Lilly,535,1,1,active_comparator,2,erlotinib,abemaciclib,ER,Small Molecule,ER;HER2;KRAS,0,1,0,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · small-cell · measurable (RECIST)
NCT02259621,"Neoadjuvant Nivolumab, or Nivolumab in Combination With Ipilimumab, in Resectable NSCLC",PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,39,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,160,0,1,multi_experimental,3,nivolumab,carboplatin;ipilimumab;nivolumab;paclitaxel,PD-1,Monoclonal Antibody,CD30;PD-L1;biomarker,1,1,0,0,0,0,0,1,0,0,1,PD-L1+,metastatic · squamous
NCT02264678,Ascending Doses of Ceralasertib in Combination With Chemotherapy and/or Novel Anti Cancer Agents,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,358,AstraZeneca,AstraZeneca,780,1,1,multi_experimental,14,,administation of ceralasertib in combination with durvalumab;administration of ceralasertib;administration of ceralasertib and durvalumab;administration of ceralasertib and olaparib;administration of ceralasertib in combination with azd5305;administration of ceralasertib in combination with carboplatin;administration of ceralasertib in combination with olaparib;administration of ceralasertib monotherapy,ATM,Small Molecule,ATM;ATM deficiency;HER2,0,1,0,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · adenoca.
NCT02393625,Study of Safety and Efficacy of Ceritinib in Combination With Nivolumab in Patients With ALK-positive Non-small Cell Lung Cancer,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,57,Novartis Pharmaceuticals,Novartis,836,1,1,multi_experimental,2,ceritinib (ldk378);nivolumab,ceritinib (ldk378);nivolumab,ALK,Small Molecule,ALK,0,1,0,1,0,0,0,0,0,1,1,ALK+,metastatic · 2nd-line+ · measurable (RECIST)
NCT02411448,A Study of Ramucirumab (LY3009806) in Combination With Erlotinib in Previously Untreated Participants With EGFR Mutation-Positive Metastatic NSCLC (RELAY),PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,545,Eli Lilly and Company,Eli Lilly,535,1,1,placebo_comparator,3,erlotinib,erlotinib;gefitinib;osimertinib;ramucirumab,EGFR,Monoclonal Antibody,BRAF;EGFR;KRAS;MSI-H,1,1,1,0,0,0,0,0,1,0,1,EGFRm,metastatic · 1st-line
NCT02414269,Malignant Pleural Disease Treated With Autologous T Cells Genetically Engineered to Target the Cancer-Cell Surface Antigen Mesothelin,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,113,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,411,0,0,multi_experimental,3,,cyclophosphamide;icasp9m28z t cell infusions;pembrolizumab,PD-1,Monoclonal Antibody,MET;PD-L1,1,1,0,0,0,0,0,1,0,1,1,PD-L1+,metastatic · 2nd-line+ · small-cell
NCT02422381,MK-3475 and Gemcitabine in Non-Small Cell Lung Cancer (NSCLC),PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,16,Providence Health & Services,Providence Health & Services,30,0,1,single_arm,1,gemcitabine;mk-3475,gemcitabine;mk-3475,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,1,0,0,1,PD-L1+,metastatic · measurable (RECIST)
NCT02453282,Phase III Open Label First Line Therapy Study of MEDI 4736 (Durvalumab) With or Without Tremelimumab Versus SOC in Non Small-Cell Lung Cancer (NSCLC),PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,1118,AstraZeneca,AstraZeneca,780,1,1,active_comparator,3,gemcitabine + carboplatin;gemcitabine + cisplatin;paclitaxel + carboplatin;pemetrexed + carboplatin;pemetrexed + cisplatin,medi4736 (durvalumab);medi4736 (durvalumab)+tremelimumab;tremelimumab,PD-L1,Monoclonal Antibody,ALK;EGFR;PD-L1,1,1,1,1,0,0,0,1,0,0,1,"EGFRm, ALK+, PD-L1+",metastatic · small-cell
NCT02486718,Study to Assess Safety and Efficacy of Atezolizumab (MPDL3280A) Compared to Best Supportive Care Following Chemotherapy in Patients With Lung Cancer [IMpower010],PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,1280,Hoffmann-La Roche,Roche/Genentech,922,1,1,active_comparator,2,cisplatin;docetaxel;gemcitabine;pemetrexed;vinorelbine,atezolizumab;cisplatin;docetaxel;gemcitabine;pemetrexed;vinorelbine,PD-L1,Monoclonal Antibody,CMMRD;MSI-H;PD-L1;TMB,1,1,0,0,0,0,0,1,0,0,1,PD-L1+,metastatic · squamous
NCT02495896,Recombinant EphB4-HSA Fusion Protein With Standard Chemotherapy Regimens in Treating Patients With Advanced or Metastatic Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,61,University of Southern California,University of Southern California,48,0,0,multi_experimental,3,laboratory biomarker analysis;pharmacological study;recombinant ephb4-hsa fusion protein,cisplatin;docetaxel;gemcitabine hydrochloride;laboratory biomarker analysis;paclitaxel albumin-stabilized nanoparticle formulation;pharmacological study;recombinant ephb4-hsa fusion protein,EphB4,Fusion Protein,,0,1,0,0,0,0,0,0,1,0,0,,metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT02498613,A Phase 2 Study of Cediranib in Combination With Olaparib in Advanced Solid Tumors,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,122,National Cancer Institute (NCI),National Cancer Institute (NCI),18,0,1,single_arm,1,18f-fluoromisonidazole;cediranib maleate;laboratory biomarker analysis;olaparib;positron emission tomography,18f-fluoromisonidazole;cediranib maleate;laboratory biomarker analysis;olaparib;positron emission tomography,PARP,Small Molecule,ALK;BRCA1;BRCA2;ER;HER2;MET;PD-L1;PR,0,1,0,0,0,0,0,1,0,0,1,PD-L1+,metastatic · adenoca. · measurable (RECIST)
NCT02511106,"AZD9291 Versus Placebo in Patients With Stage IB-IIIA Non-small Cell Lung Carcinoma, Following Complete Tumour Resection With or Without Adjuvant Chemotherapy.",PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,682,AstraZeneca,AstraZeneca,780,1,1,placebo_comparator,2,placebo azd9291,azd9291;open-label azd9291,EGFR,Small Molecule,EGFR,0,1,1,0,0,0,0,0,0,1,1,EGFRm,neoadjuvant · 2nd-line+ · squamous
NCT02525757,MPDL3280A With Chemoradiation for Lung Cancer,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,52,M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,697,0,1,multi_experimental,2,carboplatin;mpdl3280a;paclitaxel;radiation therapy,carboplatin;mpdl3280a;paclitaxel;radiation therapy,PD-L1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
NCT02542293,Study of Durvalumab With Tremelimumab Versus SoC as 1st Line Therapy in Metastatic Non Small-Cell Lung Cancer (NSCLC) (NEPTUNE),PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,953,AstraZeneca,AstraZeneca,780,1,1,active_comparator,2,gemcitabine + carboplatin;gemcitabine + cisplatin;paclitaxel + carboplatin;pemetrexed + carboplatin;pemetrexed + cisplatin,durvalumab +tremelimumab,PD-L1,Monoclonal Antibody,ALK;EGFR;PD-L1,1,1,1,1,0,0,0,1,0,0,1,"EGFRm, ALK+, PD-L1+",metastatic · small-cell
NCT02568267,"Basket Study of Entrectinib (RXDX-101) for the Treatment of Patients With Solid Tumors Harboring NTRK 1/2/3 (Trk A/B/C), ROS1, or ALK Gene Rearrangements (Fusions)",PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,534,Hoffmann-La Roche,Roche/Genentech,922,1,1,multi_experimental,9,entrectinib,entrectinib,ROS1,Small Molecule,ALK;NTRK;ROS1,0,1,0,0,1,0,0,0,0,0,1,ROS1+,metastatic
NCT02609776,"Study of Amivantamab, a Human Bispecific EGFR and cMet Antibody, in Participants With Advanced Non-Small Cell Lung Cancer",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,751,"Janssen Research & Development, LLC",Johnson & Johnson,363,1,1,multi_experimental,2,amivantamab;lazertinib,amivantamab;carboplatin;lazertinib;pemetrexed,EGFR,Monoclonal Antibody,ALK;EGFR;MET;PD-L1,1,1,1,1,0,0,1,1,1,1,1,"EGFRm, ALK+, MET+, PD-L1+",metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT02628067,Study of Pembrolizumab (MK-3475) in Participants With Advanced Solid Tumors (MK-3475-158/KEYNOTE-158),PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,1609,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,multi_experimental,2,pembrolizumab,pembrolizumab,PD-1,Monoclonal Antibody,CDX;MMR;MSI;MSI-H;PD-L1;TMB;dMMR,1,1,0,0,0,0,0,1,1,0,1,PD-L1+,metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT02638090,Pembro and Vorinostat for Patients With Stage IV Non-small Cell Lung Cancer (NSCLC),PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,120,H. Lee Moffitt Cancer Center and Research Institute,H. Lee Moffitt Cancer Center and Research Institute,228,0,1,active_comparator,4,pembrolizumab;vorinostat,pembrolizumab;vorinostat,PD-1,Monoclonal Antibody,ALK;MET;PD-L1;ROS1,1,1,0,0,1,0,0,1,1,1,1,"ROS1+, PD-L1+",metastatic · 1st-line · squamous · measurable (RECIST)
NCT02716116,A Study of TAK-788 in Adults With Non-Small Cell Lung Cancer,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,334,Takeda,Takeda,82,1,1,multi_experimental,9,tak-788,tak-788,EGFR,Small Molecule,EGFR;HER2,0,1,1,0,0,0,0,0,1,1,1,EGFRm,metastatic · 1st-line · measurable (RECIST)
NCT02734004,A Phase I/II Study of MEDI4736 in Combination With Olaparib in Patients With Advanced Solid Tumors.,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,264,AstraZeneca,AstraZeneca,780,1,1,multi_experimental,3,medi4736;olaparib,bevacizumab;medi4736;olaparib,PARP,Small Molecule,BRCA1;BRCA2;ER;HER2;PD-L1;PR,0,1,0,0,0,0,0,1,0,1,1,PD-L1+,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT02767804,eXalt3: Study Comparing X-396 (Ensartinib) to Crizotinib in ALK Positive Non-Small Cell Lung Cancer (NSCLC) Patients,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,290,"Xcovery Holdings, Inc.",Xcovery,3,1,0,active_comparator,2,crizotinib,x-396 (ensartinib),ALK,Small Molecule,ALK;PD-L1,0,1,0,1,0,0,0,1,0,0,1,"ALK+, PD-L1+",metastatic · measurable (RECIST)
NCT02779751,A Study of Abemaciclib (LY2835219) in Participants With Non-Small Cell Lung Cancer or Breast Cancer,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,100,Eli Lilly and Company,Eli Lilly,535,1,1,multi_experimental,4,abemaciclib;pembrolizumab,abemaciclib;anastrozole;pembrolizumab,ER,Small Molecule,ER;HER2;KRAS;PD-L1,0,1,0,0,0,0,0,1,0,0,1,PD-L1+,metastatic · squamous · measurable (RECIST)
NCT02864992,Tepotinib Phase II in NSCLC Harboring MET Alterations (VISION),PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,337,"EMD Serono Research & Development Institute, Inc.",Merck KGaA,166,1,1,multi_experimental,3,tepotinib,,MET,Small Molecule,ALK;MET,0,0,0,1,0,0,1,0,1,0,1,"ALK+, MET+",metastatic · 1st-line · squamous · measurable (RECIST) · ECOG 0
NCT02869217,Study of TBI-1301 (NY-ESO-1 Specific TCR Gene Transduced Autologous T Lymphocytes) in Patients With Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,22,"University Health Network, Toronto","University Health Network, Toronto",91,0,0,multi_experimental,2,cyclophosphamide;fludarabine;tbi-1301,cyclophosphamide;fludarabine;tbi-1301,NY-ESO-1,Cell Therapy,HLA-A*02:01;HLA-A*02:06;MET;NY-ESO-1,1,1,0,0,0,0,0,0,0,0,0,,metastatic · ductal · measurable (RECIST)
NCT02912949,A Study of Zenocutuzumab (MCLA-128) in Patients With Solid Tumors Harboring an NRG1 Fusion (eNRGy),PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,250,"Partner Therapeutics, Inc.",Partner Therapeutics,3,1,0,multi_experimental,3,zenocutuzumab (mcla-128),zenocutuzumab (mcla-128),HER2,Bispecific Antibody,NRG1,1,1,0,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST) · ECOG 0
NCT02955940,An Open-Label Study to Enable Continued Treatment Access for Subjects Previously Enrolled in Studies of Ruxolitinib,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,10,Incyte Corporation,Incyte,162,1,0,multi_experimental,3,,capecitabine;regorafenib;ruxolitinib,JAK1,Small Molecule,JAK2,0,1,0,0,0,0,0,0,0,0,0,,
NCT02983578,"Danvatirsen and Durvalumab in Treating Patients With Advanced and Refractory Pancreatic, Non-Small Cell Lung Cancer, and Mismatch Repair Deficient Colorectal Cancer",PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,39,M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,697,0,1,single_arm,1,danvatirsen;durvalumab,danvatirsen;durvalumab,PD-L1,Monoclonal Antibody,EGFR;MMR,1,1,0,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT02998567,Combination Study of Guadecitabine/ASTX727 and Pembrolizumab,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,60,Royal Marsden NHS Foundation Trust,Royal Marsden NHS Foundation Trust,40,0,1,multi_experimental,3,pembrolizumab,astx727;guadecitabine;pembrolizumab,PD-1,Monoclonal Antibody,MMR;MSI;MSI-H;PD-L1;PR;dMMR,1,1,0,0,0,0,0,1,0,1,1,PD-L1+,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT03003962,Study of Durvalumab Alone or Chemotherapy for Patients With Advanced Non Small-Cell Lung Cancer (PEARL),PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,669,AstraZeneca,AstraZeneca,780,1,1,active_comparator,2,gemcitabine + carboplatin;gemcitabine + cisplatin;paclitaxel + carboplatin;pemetrexed + carboplatin;pemetrexed + cisplatin,durvalumab (medi4736),PD-L1,Monoclonal Antibody,ALK;EGFR;PD-L1,1,1,1,1,0,0,0,1,0,0,1,"EGFRm, ALK+, PD-L1+",metastatic · small-cell
NCT03043872,Durvalumab ± Tremelimumab in Combination With Platinum Based Chemotherapy in Untreated Extensive-Stage Small Cell Lung Cancer (CASPIAN),PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,987,AstraZeneca,AstraZeneca,780,1,1,active_comparator,3,carboplatin;cisplatin;etoposide,carboplatin;cisplatin;durvalumab;etoposide;tremelimumab,PD-L1,Monoclonal Antibody,EGFR,1,1,0,0,0,0,0,0,1,0,0,,metastatic · 1st-line · ECOG 0
NCT03052608,A Study Of Lorlatinib Versus Crizotinib In First Line Treatment Of Patients With ALK-Positive NSCLC,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,296,Pfizer,Pfizer,687,1,1,active_comparator,2,crizotinib,lorlatinib,ALK,Small Molecule,ALK;EML4-ALK;ROS1,0,1,0,1,0,0,0,0,0,0,1,ALK+,metastatic · ECOG 0-1
NCT03057106,Durvalumab and Tremelimumab ± Platinum-Based Chemotherapy in Patients With Metastatic Squamous or Non-Squamous NSCLC,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,301,Canadian Cancer Trials Group,Canadian Cancer Trials Group,48,0,1,active_comparator,2,durvalumab;platinum-based drug;tremelimumab,,PD-L1,Monoclonal Antibody,ALK;EGFR,1,1,1,1,0,0,0,0,0,0,1,"EGFRm, ALK+",metastatic · squamous · measurable (RECIST)
NCT03083808,Phase II Trial of Continuation Therapy in Advanced NSCLC,PHASE2,Phase 2,COMPLETED,35,"Greg Durm, MD","Greg Durm, MD",4,0,1,single_arm,1,pembrolizumab,pembrolizumab,PD-1,Monoclonal Antibody,EGFR;PD-L1,1,1,1,0,1,0,0,1,0,0,1,"EGFRm, ROS1+, PD-L1+",metastatic · squamous
NCT03122717,Osimertinib and Gefitinib in EGFR Inhibitor naïve Advanced EGFR Mutant Lung Cancer,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,48,Dana-Farber Cancer Institute,Dana-Farber Cancer Institute,326,0,1,single_arm,1,gefitinib;osimertinib,gefitinib;osimertinib,EGFR,Small Molecule,EGFR;MET;PR,0,1,1,0,0,0,0,0,1,1,1,EGFRm,metastatic · 1st-line · squamous · measurable (RECIST)
NCT03132922,MAGE-A4ᶜ¹º³²T for Multi-Tumor,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,71,"USWM CT, LLC",USWM CT,8,1,0,multi_experimental,2,,autologous genetically modified mage-a4c1032t cells combined with low dose radiation;autologous genetically modified mage-a4ᶜ¹º³²t cells,MAGE-A4,Cell Therapy,HLA-A2;MAGE-A4,1,1,0,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT03141359,Use of High Dose Radiation Followed by Chemotherapy and Radiation to Treat Locally Advanced NSCLC,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,61,Wake Forest University Health Sciences,Wake Forest University Health Sciences,31,0,1,single_arm,1,carboplatin;cis platinum;durvalumab;etoposide;imrt;paclitaxel;sbrt,carboplatin;cis platinum;durvalumab;etoposide;imrt;paclitaxel;sbrt,PD-L1,Monoclonal Antibody,EGFR;MET,1,1,0,0,0,0,0,0,0,0,0,,
NCT03157128,"A Study of Selpercatinib (LOXO-292) in Participants With Advanced Solid Tumors, RET Fusion-Positive Solid Tumors, and Medullary Thyroid Cancer (LIBRETTO-001)",PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,857,Eli Lilly and Company,Eli Lilly,535,1,1,multi_experimental,16,loxo-292,loxo-292,RET,Small Molecule,RET;RET activation,0,1,0,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST) · ECOG 0-1
NCT03164616,Study of Durvalumab + Tremelimumab With Chemotherapy or Durvalumab With Chemotherapy or Chemotherapy Alone for Patients With Lung Cancer (POSEIDON).,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,1186,AstraZeneca,AstraZeneca,780,1,1,active_comparator,3,abraxane + carboplatin;gemcitabine + carboplatin;gemcitabine + cisplatin;pemetrexed + carboplatin;pemetrexed + cisplatin,abraxane + carboplatin;durvalumab;gemcitabine + carboplatin;gemcitabine + cisplatin;pemetrexed + carboplatin;pemetrexed + cisplatin;tremelimumab,PD-L1,Monoclonal Antibody,ALK;EGFR;PD-L1,1,1,1,1,0,0,0,1,0,0,1,"EGFRm, ALK+, PD-L1+",metastatic · small-cell
NCT03170960,Study of Cabozantinib Alone or in Combination With Atezolizumab to Subjects With Locally Advanced or Metastatic Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,914,Exelixis,Exelixis,52,1,0,multi_experimental,25,,atezolizumab;cabozantinib,MET,Small Molecule,PD-L1,0,1,0,0,0,0,0,1,0,0,1,PD-L1+,metastatic · measurable (RECIST)
NCT03175224,APL-101 Study of Subjects With NSCLC With c-Met EXON 14 Skip Mutations and c-Met Dysregulation Advanced Solid Tumors,PHASE2,Phase 2,RECRUITING,497,Apollomics Inc.,Apollomics,4,1,0,multi_experimental,9,apl-101 oral capsules,apl-101 oral capsules,MET,Small Molecule,ALK;BRAF;KRAS;MET;NTRK;PR;RET;ROS1;c-MET Dysregulation,0,1,1,0,1,0,1,0,1,1,1,"EGFRm, ROS1+, MET+",metastatic · 1st-line · measurable (RECIST)
NCT03178552,A Study to Evaluate the Efficacy and Safety of Multiple Targeted Therapies as Treatments for Participants With Non-Small Cell Lung Cancer (NSCLC),PHASE2;PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,1000,Hoffmann-La Roche,Roche/Genentech,922,1,1,active_comparator,11,carboplatin;cisplatin;gemcitabine;pemetrexed,alectinib;atezolizumab;bevacizumab;carboplatin;cobimetinib;divarasib;docetaxel;entrectinib;pemetrexed;vemurafenib,ALK,Small Molecule,ALK;TMB,0,1,0,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT03202940,A Phase IB/II Study of Alectinib Combined With Cobimetinib in Advanced ALK-Rearranged (ALK+) NSCLC,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,16,Massachusetts General Hospital,Massachusetts General Hospital,170,0,1,single_arm,1,alectinib;cobimetinib,alectinib;cobimetinib,ALK,Small Molecule,ALK,0,1,0,1,0,0,0,0,1,0,1,ALK+,metastatic · 1st-line · ductal · measurable (RECIST) · ECOG 1
NCT03212404,Phase 1 Study of CK-301 (Cosibelimab) as a Single Agent in Subjects With Advanced Cancers,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,272,"Checkpoint Therapeutics, Inc.",Checkpoint Therapeutics,3,1,0,single_arm,1,ck-301 (cosibelimab),ck-301 (cosibelimab),PD-L1,Monoclonal Antibody,MMR;MSI;MSI-H;PD-L1;dMMR,1,1,0,0,0,0,0,1,0,0,1,PD-L1+,metastatic · squamous · measurable (RECIST)
NCT03220477,Pembrolizumab (Immunotherapy Drug) in Combination With Guadecitabine and Mocetinostat (Epigenetic Drugs) for Patients With Advanced Lung Cancer.,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,28,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,411,0,1,single_arm,1,guadecitabine;mocetinostat;pembrolizumab,guadecitabine;mocetinostat;pembrolizumab,PD-1,Monoclonal Antibody,ALK;EGFR;KRAS;MET;PD-L1,1,1,1,0,0,0,0,1,0,0,1,"EGFRm, PD-L1+",metastatic · adenoca. · measurable (RECIST)
NCT03228667,QUILT-3.055: A Study of Combination Immunotherapies in Patients Who Have Previously Received Treatment With Immune Checkpoint Inhibitors,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,40,"ImmunityBio, Inc.",ImmunityBio,63,1,0,multi_experimental,6,,n-803 + atezolizumab;n-803 + atezolizumab + pd-l1 t-hank;n-803 + avelumab;n-803 + avelumab + pd-l1 t-hank;n-803 + docetaxel + nivolumab;n-803 + docetaxel + pembrolizumab;n-803 + durvalumab;n-803 + durvalumab + pd-l1 t-hank;n-803 + nivolumab;n-803 + nivolumab + pd-l1 t-hank;n-803 + pembrolizumab;n-803 + pembrolizumab + pd-l1 t-hank,PD-1,Monoclonal Antibody,ALK;BRAF;HER2;KRAS;MET;NTRK;PD-L1;PR;RET;ROS1,1,1,0,0,1,0,0,1,0,0,1,"ROS1+, PD-L1+",recurrent · measurable (RECIST)
NCT03239340,A Molecular Profiling Study of Patients With EGFR Mutation-positive Locally Advanced or Metastatic NSCLC Treated With Osimertinib,PHASE2,Phase 2,COMPLETED,154,AstraZeneca,AstraZeneca,780,1,1,single_arm,1,osimertinib,osimertinib,EGFR,Small Molecule,EGFR,0,1,1,0,0,0,0,0,0,1,1,EGFRm,metastatic · 2nd-line+ · measurable (RECIST)
NCT03252938,Feasibility and Safety of IMP321 (Eftilagimod Alpha) for Advanced Stage Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,83,Institut für Klinische Krebsforschung IKF GmbH at Krankenhaus Nordwest,Institut für Klinische Krebsforschung IKF GmbH at Krankenhaus Nordwest,28,0,0,multi_experimental,5,imp321,avelumab;imp321,LAG-3,Monoclonal Antibody,MET;PD-L1,1,1,0,0,0,0,0,1,1,1,1,PD-L1+,metastatic · 1st-line · adenoca. · measurable (RECIST) · ECOG 0
