cluster,n,대표 제약사,대조군 치료 B,바이오마커,phase,대표 NCT,다른 제약사
0,11,Hoffmann-La Roche,entrectinib,-,Phase 2,NCT02568267,"Daiichi Sankyo Co., Ltd., HUYABIO International, LLC., Stemline Therapeutics, Inc., InSightec, TYK Medicines, Inc, GlaxoSmithKline, Sichuan Honghe Biotechnology Co., Ltd., CRISM Therapeutics LTD …"
1,27,Eli Lilly and Company,temozolomide,"IDH, 1p19q",Phase 2,NCT06413706,"Inovio Pharmaceuticals, Pfizer, TME Pharma AG, Valent Technologies, LLC, NeuGATE Theranostics, Philogen S.p.A., Imvax, Polaris Group …"
2,4,NuvOx LLC (빅파마 없음·최근접),fluorouracil,-,Phase 2,NCT03862430,"Marzieh Ebrahimi, Starlight Therapeutics Inc., Nuvation Bio Inc."
3,2,Regeneron Pharmaceuticals,cemiplimab,-,Phase 2,NCT07567469,InSightec
4,4,BioNTech SE,bevacizumab,IDH,Phase 2,NCT07297212,"Ascletis Pharmaceuticals Co., Ltd., ImmunityBio, Inc., NaviFUS Corporation"
5,3,Beijing Biotech (빅파마 없음·최근접),cyclophosphamide,EGFR,Phase 1,NCT07480941,-
